Id,SalePrice
1461,132339.21078175816
1462,180460.08123758703
1463,188912.82150554052
1464,203453.12387007548
1465,172959.5789857885
1466,175185.66503539772
1467,184637.36832582275
1468,165962.80965783691
1469,193309.78202965876
1470,106563.73227301825
1471,213104.12388018848
1472,110490.98463269621
1473,97054.80840822948
1474,140951.8849950697
1475,106927.14414049605
1476,322440.615075183
1477,256555.63445656805
1478,282719.83174691076
1479,282115.59603875526
1480,429725.9307703085
1481,282115.62809735804
1482,214140.2421924064
1483,188440.31107013315
1484,169872.02945144186
1485,187889.16989773928
1486,207843.456523346
1487,296450.5476350675
1488,256697.41887537698
1489,195832.10118679123
1490,256947.99597697862
1491,214417.05246524693
1492,104238.59417429479
1493,201898.33766356274
1494,281452.05932540033
1495,277301.42622650985
1496,240669.52195475917
1497,181997.83194672412
1498,160606.49293258198
1499,157701.10035594788
1500,155115.7664633941
1501,196459.92907327248
1502,146310.87436721483
1503,284383.91812977893
1504,231924.45024766252
1505,219494.31237523005
1506,189711.64662394533
1507,267965.7825687836
1508,206947.95957674703
1509,148256.46724923784
1510,138237.37915812322
1511,149672.6413772577
1512,184775.8305228293
1513,159108.11910131885
1514,179417.12884400028
1515,222421.3406135494
1516,173335.60046166345
1517,181738.28696903418
1518,129055.02746409285
1519,257705.71937642168
1520,128435.64919715861
1521,142265.4846374961
1522,187134.03782691978
1523,94729.16800448752
1524,121880.85395066421
1525,109931.85338769003
1526,101262.46545716013
1527,100928.29900615326
1528,146161.7580234706
1529,134792.82009735124
1530,214759.61942758792
1531,150051.18170262867
1532,110925.8980959857
1533,152582.0837734409
1534,131535.53496753372
1535,172350.47509767447
1536,113361.29254585858
1537,42038.340159293504
1538,183713.99719160527
1539,212246.99424781417
1540,120998.25101163208
1541,164475.5967763956
1542,155536.63248513942
1543,206992.10097923916
1544,79704.79588722452
1545,132432.81490812558
1546,135709.95024912799
1547,160950.36879827443
1548,146615.1352206549
1549,124032.33475077125
1550,128137.42062687154
1551,142653.6266690681
1552,138373.40835234843
1553,167904.86895318626
1554,126508.3114114842
1555,183203.69739062723
1556,88531.18333417889
1557,121326.55674868668
1558,95306.74421186038
1559,76362.48559652167
1560,141773.17896460695
1561,111523.35048839063
1562,114434.73629547299
1563,110157.42352972546
1564,175109.05921753263
1565,140205.3519510221
1566,256504.74419061348
1567,66472.12634385435
1568,225758.673871051
1569,124183.92129318175
1570,141340.96829536115
1571,104622.32940015421
1572,152087.5197284131
1573,294469.68432958773
1574,107069.63749143276
1575,258772.55498126807
1576,246081.133506288
1577,203481.08899048972
1578,150563.80866994156
1579,138722.04531739192
1580,201826.21568677056
1581,148927.1002601955
1582,105859.7409348067
1583,338557.7593603883
1584,224138.01711224663
1585,154207.3351643193
1586,50707.21863475562
1587,100701.61414102945
1588,157522.35070680344
1589,105985.67902300606
1590,131645.44051777176
1591,67925.36354023042
1592,125018.85858423589
1593,119412.16138125886
1594,132788.33982704266
1595,109852.24947453036
1596,225928.19526310306
1597,178134.45779952468
1598,198329.86572365483
1599,181273.1117118603
1600,159997.51955075955
1601,39241.87022396342
1602,132805.45912566813
1603,72842.11620280774
1604,273692.6264456055
1605,245349.47934539476
1606,168909.05004026287
1607,204348.1639759211
1608,208938.61333844278
1609,200090.3595570536
1610,166073.0239778565
1611,139482.1366029365
1612,180033.0071278101
1613,174006.69490535898
1614,126782.87908623496
1615,75411.65432628372
1616,50622.880627650586
1617,73790.47985224225
1618,108665.79438710709
1619,142477.28209849546
1620,161258.5684598929
1621,133883.22710783107
1622,126773.88217939614
1623,269568.34886907827
1624,224975.68136947913
1625,127352.31932243123
1626,180714.18424596768
1627,201814.48927662137
1628,284964.10564963095
1629,181168.0664941795
1630,375331.3068905272
1631,195084.9053303136
1632,222531.48173700878
1633,174036.50337603118
1634,183546.65550253948
1635,173287.47829803076
1636,146395.49891753565
1637,189498.8373949678
1638,211884.57379340287
1639,184765.5493988161
1640,267745.788625563
1641,192971.52837730406
1642,225844.28834710494
1643,222119.93473500962
1644,232918.746431133
1645,252542.0632726782
1646,161578.76111968406
1647,158074.78132562377
1648,122326.11306036815
1649,130984.91807994743
1650,98628.1323596661
1651,95144.6384450983
1652,107739.71872966626
1653,115231.7653482636
1654,136192.1085618227
1655,137073.29945440142
1656,128548.05073619993
1657,137742.43087591464
1658,128742.03236684715
1659,123114.7121551373
1660,144397.99434109815
1661,407576.31076177396
1662,346759.4455946909
1663,339336.0450598474
1664,471045.36936783325
1665,295112.4648471093
1666,328671.5677644856
1667,335575.4273729627
1668,306110.0710499333
1669,283326.5344379952
1670,316960.60933042015
1671,286731.9464138757
1672,420421.88270132954
1673,277858.8130595325
1674,257711.7332208993
1675,206635.7576716617
1676,207694.1341209996
1677,228519.7764021228
1678,451933.40608299524
1679,351583.71616898617
1680,287750.9762327254
1681,250417.7999823647
1682,294273.7136027457
1683,193612.1721785644
1684,199121.92300841634
1685,181119.25060900478
1686,170901.9336653496
1687,179714.00275825197
1688,206814.77005495536
1689,204458.08770726077
1690,205181.25046525567
1691,188241.84223526524
1692,248804.57464643058
1693,179766.21232553077
1694,185168.54105151768
1695,173489.97918073606
1696,277092.7377668417
1697,181214.58786864206
1698,340241.0286715087
1699,299995.6946531146
1700,249458.43043793587
1701,268522.7342753361
1702,272999.5743555876
1703,262960.69915806304
1704,297294.8248755447
1705,227689.7879744658
1706,420454.9126631298
1707,205766.85199085798
1708,212245.6294665266
1709,266678.0915352195
1710,231908.9672802406
1711,260676.3986258128
1712,282705.5466091046
1713,283827.78516685485
1714,227177.97222558656
1715,202780.46702718252
1716,195791.20553977467
1717,177704.03716645736
1718,146163.77914886843
1719,217550.2885983827
1720,251619.6046848126
